 CODIGO ; NOMBRE RECETA ;; INGREDIENTES ; PROVEEDOR ; CANT ; Unid ; C.U. ; Total x 100 ; C x P ;TIPO INGREDIENTE;TIPO DE RECETA
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; Levadura seca ; Comon ; 0,600 ; pqte ; 2.990 ; 1.794 ; 18 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; harina ; Delicias y mas SpA ; 0,700 ; kg ; 1.300 ; 910 ; 10 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; Azúcar ; Delicias y mas SpA ; 1,700 ; kg ; 1.300 ; 2.210 ; 23 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; leche ; Cabezas y cia ; 0,400 ; lt ; 999 ; 400 ; 4 ;Lácteos;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; sal ; Fruton ; 0,100 ; kg ; 550 ; 55 ; 1 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; yemas ; Premiun s.a. ; 0,600 ; lt ; 3.796 ; 2.278 ; 23 ;Lácteos;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; Mantequilla ; Cabezas y cia ; 0,300 ; kg ; 8.391 ; 2.517 ; 26 ;Lácteos;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; agua ; Bodega ; 0,500 ; lt ; -   ; -   ; -   ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO- picarones ;; Canela en polvo ; A Y R ; 0,100 ; kg ; 5.500 ; 550 ; 6 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-almibar ;; agua ; Bodega ; 10,000 ; lt ; -   ; -   ; -   ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-almibar ;; azúcar ; Delicias y mas SpA ; 10,000 ; kg ; 1.300 ; 13.000 ; 130 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-almibar ;; canela en rama ; A Y R ; 0,100 ; kg ; 9.000 ; 900 ; 9 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-almibar ;; clavo de olor ; Fruton ; 0,100 ; kg ; 20.300 ; 2.030 ; 21 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-almibar ;; Naranjas jugo ; Comercial Valencia ; 0,880 ; kg ; 1.690 ; 1.487 ; 15 ;Frutas/Verduras;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-almibar ;; chancaca ; Fruton ; 5,000 ; pqte ; 2.400 ; 12.000 ; 120 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-deco ;; azúcar ; Delicias y mas SpA ; 10,000 ; kg ; 1.300 ; 13.000 ; 130 ;Abarrotes;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-mousse de chirimoya ;; huevos ; MIGUEL FARIAS ; 3,300 ; c/u ; 240 ; 792 ; 8 ;Frutas/Verduras;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-mousse de chirimoya ;; crema ; Cabezas y cia ; 0,400 ; lt ; 3.721 ; 1.488 ; 15 ;Lácteos;POSTRES
 P17 ; PO- COMPOSICIÓN CRIOLLA- LECHE NEVADA VASITO CONICO-mousse de chirimoya ;; azúcar ; Delicias y mas SpA ; 0,200 ; kg ; 1.300 ; 260 ; 3 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Brownie ;; Mantequilla ; Cabezas y cia ; 0,630 ; kg ; 8.391 ; 5.286 ; 53 ;Lácteos;POSTRES
; PO- TRIO DE MANJAR- Brownie ;; chocolate negro ; Delicias y mas SpA ; 1,080 ; kg ; 5.200 ; 5.616 ; 57 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Brownie ;; Cacao en polvo ; Miguel Farias ; 0,060 ; kg ; 6.200 ; 372 ; 4 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Brownie ;; Huevos ; MIGUEL FARIAS ; 11,000 ; c/u ; 240 ; 2.640 ; 27 ;Frutas/Verduras;POSTRES
; PO- TRIO DE MANJAR- Brownie ;; azúcar ; Delicias y mas SpA ; 0,630 ; kg ; 1.300 ; 819 ; 9 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Brownie ;; harina ; Delicias y mas SpA ; 0,256 ; kg ; 1.300 ; 333 ; 4 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Brownie ;; Polvo de hornear ; cambiar ; 0,015 ; kg ; 4.529 ; 68 ; 1 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Creme Brule de manjar ;; chocolate negro ; Delicias y mas SpA ; 1,500 ; kg ; 5.200 ; 7.800 ; 78 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Creme Brule de manjar ;; crema ; Cabezas y cia ; 3,800 ; lt ; 3.721 ; 14.140 ; 142 ;Lácteos;POSTRES
; PO- TRIO DE MANJAR- Creme Brule de manjar ;; leche ; Cabezas y cia ; 1,900 ; lt ; 999 ; 1.898 ; 19 ;Lácteos;POSTRES
; PO- TRIO DE MANJAR- Creme Brule de manjar ;; Huevos ; MIGUEL FARIAS ; 101,000 ; c/u ; 240 ; 24.240 ; 243 ;Frutas/Verduras;POSTRES
; PO- TRIO DE MANJAR- Creme Brule de manjar ;; Manjar ; MIGUEL FARIAS ; 0,500 ; kg ; 3.900 ; 1.950 ; 20 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Creme Brule de manjar ;; azúcar ; Delicias y mas SpA ; 1,200 ; kg ; 1.300 ; 1.560 ; 16 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Creme Brule de manjar ;; Papayas al jugo en tarro  ; MIGUEL FARIAS ; 4,000 ; FRASCO ; 6.350 ; 25.400 ; 254 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Lamina de chocolate ;; chocolate negro ; Delicias y mas SpA ; 1,500 ; kg ; 5.200 ; 7.800 ; 78 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; Mantequilla ; Cabezas y cia ; 0,390 ; kg ; 8.391 ; 3.272 ; 33 ;Lácteos;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; Chocolate negro ; Delicias y mas SpA ; 0,450 ; kg ; 5.200 ; 2.340 ; 24 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; Azúcar ; Delicias y mas SpA ; 0,180 ; kg ; 1.300 ; 234 ; 3 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; Huevos ; MIGUEL FARIAS ; 3,000 ; c/u ; 240 ; 720 ; 8 ;Frutas/Verduras;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; Cacao en polvo ; Miguel Farias ; 0,080 ; kg ; 6.200 ; 496 ; 5 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; gelatina ; cambiar ; 0,030 ; kg ; 31.500 ; 945 ; 10 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; Escencia de almendras ; Gudland ; 0,020 ; unid ; 2.227 ; 45 ; 1 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Marquise de Manjar ;; Manjar ; MIGUEL FARIAS ; 0,500 ; kg ; 3.900 ; 1.950 ; 20 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Nougat ;; azúcar ; Delicias y mas SpA ; 0,670 ; kg ; 1.300 ; 871 ; 9 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Nougat ;; Mantequilla ; Cabezas y cia ; 0,330 ; kg ; 8.391 ; 2.769 ; 28 ;Lácteos;POSTRES
; PO- TRIO DE MANJAR- Nougat ;; Crema ; Cabezas y cia ; 0,350 ; lt ; 3.721 ; 1.302 ; 14 ;Lácteos;POSTRES
; PO- TRIO DE MANJAR- Nougat ;; Nuez partida ; MIGUEL FARIAS ; 0,670 ; kg ; 8.900 ; 5.963 ; 60 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Salsa de manjar y naranja ;; Manjar ; MIGUEL FARIAS ; 0,900 ; kg ; 3.900 ; 3.510 ; 36 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Salsa de manjar y naranja ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,300 ; botella ; 2.000 ; 600 ; 6 ;Bebidas;POSTRES
; PO- TRIO DE MANJAR- Salsa de manjar y naranja ;; Triple sec ; CAMBIAR ; 0,100 ; botella ; 6.183 ; 618 ; 7 ;Tragos;POSTRES
; PO- TRIO DE MANJAR- Tuil plana sandwich ;; Azúcar Iansa ; Fruton ; 2,000 ; kg ; 1.300 ; 2.600 ; 26 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Tuil plana sandwich ;; harina ; Delicias y mas SpA ; 0,600 ; kg ; 1.300 ; 780 ; 8 ;Abarrotes;POSTRES
; PO- TRIO DE MANJAR- Tuil plana sandwich ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,310 ; botella ; 2.000 ; 620 ; 7 ;Bebidas;POSTRES
; PO- TRIO DE MANJAR- Tuil plana sandwich ;; Mantequilla ; Cabezas y cia ; 0,710 ; kg ; 8.391 ; 5.958 ; 60 ;Lácteos;POSTRES
; PO- TRIO DE MANJAR- Tuil plana sandwich ;; Helado de manjar ; Heca ; 5,000 ; lt ; 4.400 ; 22.000 ; 220 ;Helados;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y -granita de naranja ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,900 ; botella ; 2.000 ; 1.800 ; 18 ;Bebidas;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y -granita de naranja ;; azúcar ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y -granita de naranja ;; Triple sec ; CAMBIAR ; 0,250 ; botella ; 6.183 ; 1.546 ; 16 ;Tragos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y -granita de naranja ;; colapez ; Chile Distribución ; 10,000 ; hojas ; 79 ; 790 ; 8 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-aro de caramelo ;; Bolsa prepicada grande ; Abraham Vilches ; 2,000 ; kg ; 2.652 ; 5.304 ; 54 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-aro de caramelo ;; Aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-aro de caramelo ;; Azúcar Iansa ; Fruton ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-cono ;; Chocolate blanco ; Delicias y mas SpA ; 3,000 ; kg ; 5.200 ; 15.600 ; 156 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-mousse negro ;; Leche ; Cabezas y cia ; 0,195 ; lt ; 999 ; 195 ; 2 ;Lácteos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-mousse negro ;; azúcar ; Delicias y mas SpA ; 0,270 ; kg ; 1.300 ; 351 ; 4 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-mousse negro ;; colapez ; Chile Distribución ; 13,000 ; hojas ; 79 ; 1.027 ; 11 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-mousse negro ;; chocolate negro ; Delicias y mas SpA ; 0,750 ; kg ; 5.200 ; 3.900 ; 39 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-mousse negro ;; crema ; Cabezas y cia ; 1,350 ; lt ; 3.721 ; 5.023 ; 51 ;Lácteos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-mousse negro ;; Mantequilla ; Cabezas y cia ; 0,300 ; kg ; 8.391 ; 2.517 ; 26 ;Lácteos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-mousse negro ;; Triple sec ; CAMBIAR ; 0,090 ; botella ; 6.183 ; 556 ; 6 ;Tragos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-salsa de naranja ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,700 ; botella ; 2.000 ; 1.400 ; 14 ;Bebidas;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-salsa de naranja ;; azúcar ; Delicias y mas SpA ; 0,800 ; kg ; 1.300 ; 1.040 ; 11 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-shot de naranjas ;; Jugo de naranja Watts 1,5 lt ; CCU ; 2,200 ; botella ; 2.000 ; 4.400 ; 44 ;Bebidas;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-shot de naranjas ;; azúcar ; Delicias y mas SpA ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-shot de naranjas ;; Triple sec ; CAMBIAR ; 0,300 ; botella ; 6.183 ; 1.855 ; 19 ;Tragos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-shot de naranjas ;; Whisky JWalker Etiqueta roja ; Comercial peumo ; 0,300 ; botella ; 9.084 ; 2.725 ; 28 ;Tragos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-shot de naranjas ;; Hielo frappé ; claudia pamela ; 1,000 ; bolsa ; 650 ; 650 ; 7 ;Hielo;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-shot de naranjas ;; pajitas blancas ; Delicias y mas SpA ; 100,000 ; pqte ; 1.250 ; 125.000 ; 1.250 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tartaleta de chocolate ;; masa de hoja de chocolate ; Gastón Castillo ; 7,000 ; kg ; 6.000 ; 42.000 ; 420 ;Masas;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tartaleta de chocolate ;; harina ; Delicias y mas SpA ; 0,800 ; kg ; 1.300 ; 1.040 ; 11 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tartaleta de chocolate ;; Huevos ; MIGUEL FARIAS ; 20,000 ; c/u ; 240 ; 4.800 ; 48 ;Frutas/Verduras;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tartaleta de chocolate ;; Crema ; Cabezas y cia ; 1,200 ; lt ; 3.721 ; 4.465 ; 45 ;Lácteos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tartaleta de chocolate ;; chocolate negro ; Delicias y mas SpA ; 2,400 ; kg ; 5.200 ; 12.480 ; 125 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tartaleta de chocolate ;; Azúcar granulada rubia ; Fruton ; 0,500 ; kg ; 2.790 ; 1.395 ; 14 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tartaleta de chocolate ;; Triple sec ; CAMBIAR ; 0,500 ; botella ; 6.183 ; 3.092 ; 31 ;Tragos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tuil canasta ;; Azúcar Iansa ; Fruton ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tuil canasta ;; harina ; Delicias y mas SpA ; 0,300 ; kg ; 1.300 ; 390 ; 4 ;Abarrotes;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tuil canasta ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,160 ; botella ; 2.000 ; 320 ; 4 ;Bebidas;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tuil canasta ;; Mantequilla ; Cabezas y cia ; 0,360 ; kg ; 8.391 ; 3.021 ; 31 ;Lácteos;POSTRES
 PC04 ; PO-Barquillo con mousse de chocolate negro y granita de naranja-tuil canasta ;; helado de naranja ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 ;Helados;POSTRES
 PF08 ; PO-Buñuelos calientes- almibar ;; agua ; Bodega ; 1,000 ; lt ; -   ; -   ; -   ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- almibar ;; Triple sec ; CAMBIAR ; 0,320 ; botella ; 6.183 ; 1.979 ; 20 ;Tragos;POSTRES
 PF08 ; PO-Buñuelos calientes- almibar ;; canela en rama ; A Y R ; 0,005 ; kg ; 9.000 ; 45 ; 1 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- almibar ;; clavo de olor ; Fruton ; 0,003 ; kg ; 20.300 ; 61 ; 1 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- almibar ;; zeste de naranja ; Bodega ; 2,000 ; -   ; -   ; -   ; -   ;Frutas/Verduras;POSTRES
 PF08 ; PO-Buñuelos calientes- canasto con helado y aro de caramelo ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- canasto con helado y aro de caramelo ;; Azúcar Iansa ; Fruton ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- de berries ( 5 unidades ) ;; Masa de Spring roll 25*25 ; Delicias y mas SpA ; 8,000 ; pqte ; 6.290 ; 50.320 ; 504 ;Masas;POSTRES
 PF08 ; PO-Buñuelos calientes- de berries ( 5 unidades ) ;; Huevos ; MIGUEL FARIAS ; 20,000 ; c/u ; 240 ; 4.800 ; 48 ;Frutas/Verduras;POSTRES
 PF08 ; PO-Buñuelos calientes- de berries ( 5 unidades ) ;; Galletas de limón ; Delicias y mas SpA ; 3,330 ; pqte ; 920 ; 72.066 ; 721 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- de berries ( 5 unidades ) ;; Arándanos congelados ; Congefruits ; 0,800 ; kg ; 3.550 ; 2.840 ; 29 ;Frutas/Verduras;POSTRES
 PF08 ; PO-Buñuelos calientes- de berries ( 5 unidades ) ;; Mora congelada ; Congefruits ; 0,800 ; kg ; 5.500 ; 4.400 ; 44 ;Frutas/Verduras;POSTRES
 PF08 ; PO-Buñuelos calientes- de berries ( 5 unidades ) ;; Frambuesa congelada ; Congefruits ; 0,800 ; kg ; 6.300 ; 5.040 ; 51 ;Frutas/Verduras;POSTRES
 PF08 ; PO-Buñuelos calientes- de berries ( 5 unidades ) ;; Azúcar flor ; Delicias y mas SpA ; 0,500 ; kg ; 1.500 ; 750 ; 8 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- rayo caramelo ;; Bolsa prepicada grande ; Abraham Vilches ; 0,001 ; kg ; 2.652 ; 3 ; 1 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- salsa de frambuesa ;; Pulpa de frambuesas ; Congefruits ; 1,000 ; kg ; 4.600 ; 4.600 ; 46 ;Jugos;POSTRES
 PF08 ; PO-Buñuelos calientes- salsa de frambuesa ;; agua ; Bodega ; 0,300 ; lt ; -   ; -   ; -   ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- salsa de frambuesa ;; azúcar ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- tuil canasto ;; Azúcar Iansa ; Fruton ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- tuil canasto ;; Harina ; Delicias y mas SpA ; 0,300 ; kg ; 1.300 ; 390 ; 4 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes- tuil canasto ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,300 ; botella ; 2.000 ; 600 ; 6 ;Bebidas;POSTRES
 PF08 ; PO-Buñuelos calientes- tuil canasto ;; Mantequilla ; Cabezas y cia ; 0,360 ; kg ; 8.391 ; 3.021 ; 31 ;Lácteos;POSTRES
 PF08 ; PO-Buñuelos calientes- tuil canasto ;; Helado Frutos del Bosque ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 ;Helados;POSTRES
 PF08 ; PO-Buñuelos calientes-salsa blanca ;; chocolate blanco ; Delicias y mas SpA ; 0,320 ; kg ; 5.200 ; 1.664 ; 17 ;Abarrotes;POSTRES
 PF08 ; PO-Buñuelos calientes-salsa blanca ;; leche ; Cabezas y cia ; 0,390 ; lt ; 999 ; 390 ; 4 ;Lácteos;POSTRES
 PF08 ; PO-Buñuelos calientes-salsa blanca ;; crema ; Cabezas y cia ; 0,700 ; lt ; 3.721 ; 2.605 ; 27 ;Lácteos;POSTRES
 PF08 ; PO-Buñuelos calientes-salsa blanca ;; azúcar ; Delicias y mas SpA ; 0,060 ; kg ; 1.300 ; 78 ; 1 ;Abarrotes;POSTRES
; PO-Buñuelos de lúcuma (100 unidades) ;; Masa de Spring roll 25*25 ; Delicias y mas SpA ; 0,850 ; pqte ; 6.290 ; 5.347 ; 54 ;Masas;POSTRES
; PO-Buñuelos de lúcuma (100 unidades) ;; Almendra Pelada  ; Tres Valles Spa ; 0,500 ; kg ; 5.700 ; 2.850 ; 29 ;Abarrotes;POSTRES
; PO-Buñuelos de lúcuma (100 unidades) ;; Huevos ; MIGUEL FARIAS ; 4,000 ; c/u ; 240 ; 960 ; 10 ;Frutas/Verduras;POSTRES
; PO-Buñuelos de lúcuma (100 unidades) ;; Aceite ; Fruton ; 4,000 ; lt ; 3.450 ; 13.800 ; 138 ;Abarrotes;POSTRES
; PO-Buñuelos de lúcuma (100 unidades) ;; Galletas de limón ; Delicias y mas SpA ; 0,500 ; pqte ; 920 ; 2.900 ; 29 ;Abarrotes;POSTRES
; PO-Buñuelos de lúcuma (100 unidades) ;; Pulpa de lúcuma ; Congefruits ; 0,500 ; kg ; 6.000 ; 3.000 ; 30 ;Jugos;POSTRES
; PO-Cigarros de chocolate negro-2 por porción ;; Chocolate negro ; Delicias y mas SpA ; 3,000 ; kg ; 5.200 ; 15.600 ; 156 ;Abarrotes;POSTRES
; PO-Cigarros de chocolate negro-2 por porción ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Masa filo ; Gastón Castillo ; 3,660 ; kg ; 6.400 ; 23.424 ; 235 ;Masas;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Aceite ; Fruton ; 0,630 ; lt ; 3.450 ; 2.174 ; 22 ;Abarrotes;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Mantequilla ; Cabezas y cia ; 1,750 ; kg ; 8.391 ; 14.684 ; 147 ;Lácteos;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; chocolate negro ; Delicias y mas SpA ; 1,500 ; kg ; 5.200 ; 7.800 ; 78 ;Abarrotes;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Crema ; Cabezas y cia ; 0,750 ; lt ; 3.721 ; 2.791 ; 28 ;Lácteos;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Naranjas jugo ; Comercial Valencia ; 1,000 ; kg ; 1.690 ; 1.690 ; 17 ;Frutas/Verduras;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Triple sec ; CAMBIAR ; 0,300 ; botella ; 6.183 ; 1.855 ; 19 ;Tragos;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Azúcar granulada rubia ; Fruton ; 0,500 ; kg ; 2.790 ; 1.395 ; 14 ;Abarrotes;POSTRES
; PO-Cigarros de masa filo rellenos de ganache 2 por pax ;; Canela en polvo ; A Y R ; 0,100 ; kg ; 5.500 ; 550 ; 6 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-berris (plato) ;; Mora congelada ; Congefruits ; 0,250 ; kg ; 5.500 ; 1.375 ; 14 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-berris (plato) ;; Arándanos congelados ; Congefruits ; 0,250 ; kg ; 3.550 ; 888 ; 9 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa de limón ;; Crema ; Cabezas y cia ; 1,000 ; lt ; 3.721 ; 3.721 ; 38 ;Lácteos;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa de limón ;; Leche ; Cabezas y cia ; 0,500 ; lt ; 999 ; 500 ; 5 ;Lácteos;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa de limón ;; Chocolate blanco ; Delicias y mas SpA ; 0,300 ; kg ; 5.200 ; 1.560 ; 16 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa de limón ;; Limón ; Fruton ; 0,010 ; kg ; 1.590 ; 16 ; 1 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa de limón ;; azúcar ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa frambuesa ;; Pulpa de frambuesas ; Congefruits ; 0,750 ; kg ; 4.600 ; 3.450 ; 35 ;Jugos;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa frambuesa ;; Azúcar ; Delicias y mas SpA ; 0,150 ; kg ; 1.300 ; 195 ; 2 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco con mascarpone y rayos-salsa frambuesa ;; Limón ; Fruton ; 0,075 ; kg ; 1.590 ; 119 ; 2 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco marmoleado  ;; Chocolate blanco ; Delicias y mas SpA ; 3,800 ; kg ; 5.200 ; 19.760 ; 198 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado  ;; chocolate negro ; Delicias y mas SpA ; 0,200 ; kg ; 5.200 ; 1.040 ; 11 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado  ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;POSTRES
